trait,user_id,stim_id,block,rating,trait:user_id:stim_id,trait:user_id,trait:stim_id
aggressive,498,AF-250,block2,5,aggressive:498:AF-250,aggressive:498,aggressive:AF-250
aggressive,498,WM-244,block2,7,aggressive:498:WM-244,aggressive:498,aggressive:WM-244
aggressive,498,LM-210,block2,4,aggressive:498:LM-210,aggressive:498,aggressive:LM-210
aggressive,498,BM-027,block2,6,aggressive:498:BM-027,aggressive:498,aggressive:BM-027
aggressive,498,AM-210,block2,6,aggressive:498:AM-210,aggressive:498,aggressive:AM-210
aggressive,498,WM-217,block2,4,aggressive:498:WM-217,aggressive:498,aggressive:WM-217
aggressive,498,BM-017,block2,7,aggressive:498:BM-017,aggressive:498,aggressive:BM-017
aggressive,498,AF-228,block2,6,aggressive:498:AF-228,aggressive:498,aggressive:AF-228
aggressive,498,BF-005,block2,6,aggressive:498:BF-005,aggressive:498,aggressive:BF-005
aggressive,630,LF-235,block1,2,aggressive:630:LF-235,aggressive:630,aggressive:LF-235
aggressive,630,LM-210,block1,1,aggressive:630:LM-210,aggressive:630,aggressive:LM-210
aggressive,630,AM-229,block1,4,aggressive:630:AM-229,aggressive:630,aggressive:AM-229
aggressive,630,BM-027,block1,0,aggressive:630:BM-027,aggressive:630,aggressive:BM-027
aggressive,630,BM-253,block1,1,aggressive:630:BM-253,aggressive:630,aggressive:BM-253
aggressive,630,BF-005,block1,2,aggressive:630:BF-005,aggressive:630,aggressive:BF-005
aggressive,630,AM-210,block1,0,aggressive:630:AM-210,aggressive:630,aggressive:AM-210
aggressive,630,WF-252,block1,3,aggressive:630:WF-252,aggressive:630,aggressive:WF-252
aggressive,630,AF-228,block1,2,aggressive:630:AF-228,aggressive:630,aggressive:AF-228
aggressive,630,BM-017,block1,3,aggressive:630:BM-017,aggressive:630,aggressive:BM-017
aggressive,630,WF-020,block1,0,aggressive:630:WF-020,aggressive:630,aggressive:WF-020
aggressive,630,WM-217,block1,3,aggressive:630:WM-217,aggressive:630,aggressive:WM-217
aggressive,630,WM-244,block1,4,aggressive:630:WM-244,aggressive:630,aggressive:WM-244
aggressive,630,BF-244,block1,0,aggressive:630:BF-244,aggressive:630,aggressive:BF-244
aggressive,630,AF-250,block1,0,aggressive:630:AF-250,aggressive:630,aggressive:AF-250
aggressive,630,BM-253,block2,0,aggressive:630:BM-253,aggressive:630,aggressive:BM-253
aggressive,630,BM-017,block2,4,aggressive:630:BM-017,aggressive:630,aggressive:BM-017
aggressive,630,WF-020,block2,2,aggressive:630:WF-020,aggressive:630,aggressive:WF-020
aggressive,630,AM-210,block2,0,aggressive:630:AM-210,aggressive:630,aggressive:AM-210
aggressive,630,WM-217,block2,3,aggressive:630:WM-217,aggressive:630,aggressive:WM-217
aggressive,630,LM-210,block2,2,aggressive:630:LM-210,aggressive:630,aggressive:LM-210
aggressive,630,AM-229,block2,5,aggressive:630:AM-229,aggressive:630,aggressive:AM-229
aggressive,630,AF-228,block2,0,aggressive:630:AF-228,aggressive:630,aggressive:AF-228
aggressive,630,BF-244,block2,0,aggressive:630:BF-244,aggressive:630,aggressive:BF-244
aggressive,630,AF-250,block2,0,aggressive:630:AF-250,aggressive:630,aggressive:AF-250
aggressive,630,BF-005,block2,0,aggressive:630:BF-005,aggressive:630,aggressive:BF-005
aggressive,630,WF-252,block2,2,aggressive:630:WF-252,aggressive:630,aggressive:WF-252
aggressive,630,LF-235,block2,0,aggressive:630:LF-235,aggressive:630,aggressive:LF-235
aggressive,630,WM-244,block2,4,aggressive:630:WM-244,aggressive:630,aggressive:WM-244
aggressive,630,BM-027,block2,0,aggressive:630:BM-027,aggressive:630,aggressive:BM-027
aggressive,942,BF-005,block1,1,aggressive:942:BF-005,aggressive:942,aggressive:BF-005
aggressive,942,BM-017,block1,6,aggressive:942:BM-017,aggressive:942,aggressive:BM-017
aggressive,942,BM-027,block1,7,aggressive:942:BM-027,aggressive:942,aggressive:BM-027
aggressive,942,BM-253,block1,7,aggressive:942:BM-253,aggressive:942,aggressive:BM-253
aggressive,942,WF-252,block1,2,aggressive:942:WF-252,aggressive:942,aggressive:WF-252
aggressive,942,AF-228,block1,2,aggressive:942:AF-228,aggressive:942,aggressive:AF-228
aggressive,942,LF-235,block1,2,aggressive:942:LF-235,aggressive:942,aggressive:LF-235
aggressive,942,BF-244,block1,1,aggressive:942:BF-244,aggressive:942,aggressive:BF-244
aggressive,942,WF-020,block1,3,aggressive:942:WF-020,aggressive:942,aggressive:WF-020
aggressive,942,AM-229,block1,8,aggressive:942:AM-229,aggressive:942,aggressive:AM-229
aggressive,942,AM-210,block1,5,aggressive:942:AM-210,aggressive:942,aggressive:AM-210
aggressive,942,AF-250,block1,2,aggressive:942:AF-250,aggressive:942,aggressive:AF-250
aggressive,942,WM-244,block1,6,aggressive:942:WM-244,aggressive:942,aggressive:WM-244
aggressive,942,WM-217,block1,4,aggressive:942:WM-217,aggressive:942,aggressive:WM-217
aggressive,942,LM-210,block1,7,aggressive:942:LM-210,aggressive:942,aggressive:LM-210
aggressive,942,BF-005,block2,1,aggressive:942:BF-005,aggressive:942,aggressive:BF-005
aggressive,942,WF-252,block2,1,aggressive:942:WF-252,aggressive:942,aggressive:WF-252
aggressive,942,BF-244,block2,2,aggressive:942:BF-244,aggressive:942,aggressive:BF-244
aggressive,942,WF-020,block2,3,aggressive:942:WF-020,aggressive:942,aggressive:WF-020
aggressive,942,AF-228,block2,1,aggressive:942:AF-228,aggressive:942,aggressive:AF-228
aggressive,942,WM-244,block2,4,aggressive:942:WM-244,aggressive:942,aggressive:WM-244
aggressive,942,AM-210,block2,5,aggressive:942:AM-210,aggressive:942,aggressive:AM-210
aggressive,942,LM-210,block2,6,aggressive:942:LM-210,aggressive:942,aggressive:LM-210
aggressive,942,LF-235,block2,2,aggressive:942:LF-235,aggressive:942,aggressive:LF-235
aggressive,942,WM-217,block2,6,aggressive:942:WM-217,aggressive:942,aggressive:WM-217
aggressive,942,BM-027,block2,7,aggressive:942:BM-027,aggressive:942,aggressive:BM-027
aggressive,942,BM-253,block2,7,aggressive:942:BM-253,aggressive:942,aggressive:BM-253
aggressive,942,AF-250,block2,2,aggressive:942:AF-250,aggressive:942,aggressive:AF-250
aggressive,942,AM-229,block2,5,aggressive:942:AM-229,aggressive:942,aggressive:AM-229
aggressive,942,BM-017,block2,5,aggressive:942:BM-017,aggressive:942,aggressive:BM-017
aggressive,1585,AM-210,block1,3,aggressive:1585:AM-210,aggressive:1585,aggressive:AM-210
aggressive,1585,WF-252,block1,3,aggressive:1585:WF-252,aggressive:1585,aggressive:WF-252
aggressive,1585,WM-244,block1,2,aggressive:1585:WM-244,aggressive:1585,aggressive:WM-244
aggressive,1585,BM-017,block1,3,aggressive:1585:BM-017,aggressive:1585,aggressive:BM-017
aggressive,1585,LM-210,block1,3,aggressive:1585:LM-210,aggressive:1585,aggressive:LM-210
aggressive,1585,AF-228,block1,4,aggressive:1585:AF-228,aggressive:1585,aggressive:AF-228
aggressive,1585,AF-250,block1,3,aggressive:1585:AF-250,aggressive:1585,aggressive:AF-250
aggressive,1585,BF-244,block1,3,aggressive:1585:BF-244,aggressive:1585,aggressive:BF-244
aggressive,1585,AM-229,block1,4,aggressive:1585:AM-229,aggressive:1585,aggressive:AM-229
aggressive,1585,LF-235,block1,3,aggressive:1585:LF-235,aggressive:1585,aggressive:LF-235
aggressive,1585,WM-217,block1,3,aggressive:1585:WM-217,aggressive:1585,aggressive:WM-217
aggressive,1585,BM-027,block1,2,aggressive:1585:BM-027,aggressive:1585,aggressive:BM-027
aggressive,1585,BM-253,block1,2,aggressive:1585:BM-253,aggressive:1585,aggressive:BM-253
aggressive,1585,WF-020,block1,3,aggressive:1585:WF-020,aggressive:1585,aggressive:WF-020
aggressive,1585,BF-005,block1,3,aggressive:1585:BF-005,aggressive:1585,aggressive:BF-005
aggressive,1585,WM-217,block2,3,aggressive:1585:WM-217,aggressive:1585,aggressive:WM-217
aggressive,1585,BF-005,block2,2,aggressive:1585:BF-005,aggressive:1585,aggressive:BF-005
aggressive,1585,WM-244,block2,3,aggressive:1585:WM-244,aggressive:1585,aggressive:WM-244
aggressive,1585,WF-252,block2,4,aggressive:1585:WF-252,aggressive:1585,aggressive:WF-252
aggressive,1585,BM-253,block2,3,aggressive:1585:BM-253,aggressive:1585,aggressive:BM-253
aggressive,1585,LM-210,block2,2,aggressive:1585:LM-210,aggressive:1585,aggressive:LM-210
aggressive,1585,AF-228,block2,3,aggressive:1585:AF-228,aggressive:1585,aggressive:AF-228
aggressive,1585,WF-020,block2,3,aggressive:1585:WF-020,aggressive:1585,aggressive:WF-020
aggressive,1585,AM-229,block2,3,aggressive:1585:AM-229,aggressive:1585,aggressive:AM-229
aggressive,1585,LF-235,block2,2,aggressive:1585:LF-235,aggressive:1585,aggressive:LF-235
aggressive,1585,BF-244,block2,2,aggressive:1585:BF-244,aggressive:1585,aggressive:BF-244
aggressive,1585,AM-210,block2,3,aggressive:1585:AM-210,aggressive:1585,aggressive:AM-210
aggressive,1585,BM-017,block2,3,aggressive:1585:BM-017,aggressive:1585,aggressive:BM-017
aggressive,1585,AF-250,block2,2,aggressive:1585:AF-250,aggressive:1585,aggressive:AF-250
aggressive,1585,BM-027,block2,3,aggressive:1585:BM-027,aggressive:1585,aggressive:BM-027
aggressive,1661,LM-210,block1,4,aggressive:1661:LM-210,aggressive:1661,aggressive:LM-210
aggressive,1661,BM-027,block1,1,aggressive:1661:BM-027,aggressive:1661,aggressive:BM-027
aggressive,1661,LF-235,block1,0,aggressive:1661:LF-235,aggressive:1661,aggressive:LF-235
aggressive,1661,WM-244,block1,1,aggressive:1661:WM-244,aggressive:1661,aggressive:WM-244
aggressive,1661,AM-210,block1,1,aggressive:1661:AM-210,aggressive:1661,aggressive:AM-210
aggressive,1661,AM-229,block1,4,aggressive:1661:AM-229,aggressive:1661,aggressive:AM-229
aggressive,1661,BF-244,block1,4,aggressive:1661:BF-244,aggressive:1661,aggressive:BF-244
aggressive,1661,AF-228,block1,4,aggressive:1661:AF-228,aggressive:1661,aggressive:AF-228
aggressive,1661,BM-253,block1,2,aggressive:1661:BM-253,aggressive:1661,aggressive:BM-253
aggressive,1661,AF-250,block1,1,aggressive:1661:AF-250,aggressive:1661,aggressive:AF-250
aggressive,1661,BM-017,block1,3,aggressive:1661:BM-017,aggressive:1661,aggressive:BM-017
aggressive,1661,WF-252,block1,4,aggressive:1661:WF-252,aggressive:1661,aggressive:WF-252
aggressive,1661,WM-217,block1,5,aggressive:1661:WM-217,aggressive:1661,aggressive:WM-217
aggressive,1661,WF-020,block1,1,aggressive:1661:WF-020,aggressive:1661,aggressive:WF-020
aggressive,1661,BF-005,block1,1,aggressive:1661:BF-005,aggressive:1661,aggressive:BF-005
aggressive,1661,LM-210,block2,3,aggressive:1661:LM-210,aggressive:1661,aggressive:LM-210
aggressive,1661,WF-020,block2,4,aggressive:1661:WF-020,aggressive:1661,aggressive:WF-020
aggressive,1661,BF-005,block2,2,aggressive:1661:BF-005,aggressive:1661,aggressive:BF-005
aggressive,1661,AM-210,block2,2,aggressive:1661:AM-210,aggressive:1661,aggressive:AM-210
aggressive,1661,BM-253,block2,3,aggressive:1661:BM-253,aggressive:1661,aggressive:BM-253
aggressive,1661,BF-244,block2,2,aggressive:1661:BF-244,aggressive:1661,aggressive:BF-244
aggressive,1661,LF-235,block2,1,aggressive:1661:LF-235,aggressive:1661,aggressive:LF-235
aggressive,1661,BM-027,block2,1,aggressive:1661:BM-027,aggressive:1661,aggressive:BM-027
aggressive,1661,WM-217,block2,6,aggressive:1661:WM-217,aggressive:1661,aggressive:WM-217
aggressive,1661,WF-252,block2,5,aggressive:1661:WF-252,aggressive:1661,aggressive:WF-252
aggressive,1661,WM-244,block2,5,aggressive:1661:WM-244,aggressive:1661,aggressive:WM-244
aggressive,1661,AM-229,block2,3,aggressive:1661:AM-229,aggressive:1661,aggressive:AM-229
aggressive,1661,AF-228,block2,2,aggressive:1661:AF-228,aggressive:1661,aggressive:AF-228
aggressive,1661,AF-250,block2,1,aggressive:1661:AF-250,aggressive:1661,aggressive:AF-250
aggressive,1661,BM-017,block2,4,aggressive:1661:BM-017,aggressive:1661,aggressive:BM-017
aggressive,1818,WF-252,block1,3,aggressive:1818:WF-252,aggressive:1818,aggressive:WF-252
aggressive,1818,AM-210,block1,2,aggressive:1818:AM-210,aggressive:1818,aggressive:AM-210
aggressive,1818,LF-235,block1,1,aggressive:1818:LF-235,aggressive:1818,aggressive:LF-235
aggressive,1818,WF-020,block1,2,aggressive:1818:WF-020,aggressive:1818,aggressive:WF-020
aggressive,1818,BM-253,block1,1,aggressive:1818:BM-253,aggressive:1818,aggressive:BM-253
aggressive,1818,LM-210,block1,2,aggressive:1818:LM-210,aggressive:1818,aggressive:LM-210
aggressive,1818,BF-244,block1,3,aggressive:1818:BF-244,aggressive:1818,aggressive:BF-244
aggressive,1818,AF-250,block1,1,aggressive:1818:AF-250,aggressive:1818,aggressive:AF-250
aggressive,1818,BM-027,block1,0,aggressive:1818:BM-027,aggressive:1818,aggressive:BM-027
aggressive,1818,AM-229,block1,5,aggressive:1818:AM-229,aggressive:1818,aggressive:AM-229
aggressive,1818,WM-217,block1,3,aggressive:1818:WM-217,aggressive:1818,aggressive:WM-217
aggressive,1818,BM-017,block1,2,aggressive:1818:BM-017,aggressive:1818,aggressive:BM-017
aggressive,1818,BF-005,block1,0,aggressive:1818:BF-005,aggressive:1818,aggressive:BF-005
aggressive,1818,AF-228,block1,3,aggressive:1818:AF-228,aggressive:1818,aggressive:AF-228
aggressive,1818,WM-244,block1,2,aggressive:1818:WM-244,aggressive:1818,aggressive:WM-244
aggressive,1818,LF-235,block2,2,aggressive:1818:LF-235,aggressive:1818,aggressive:LF-235
aggressive,1818,WM-244,block2,1,aggressive:1818:WM-244,aggressive:1818,aggressive:WM-244
aggressive,1818,WM-217,block2,2,aggressive:1818:WM-217,aggressive:1818,aggressive:WM-217
aggressive,1818,AF-250,block2,1,aggressive:1818:AF-250,aggressive:1818,aggressive:AF-250
aggressive,1818,WF-020,block2,5,aggressive:1818:WF-020,aggressive:1818,aggressive:WF-020
aggressive,1818,BM-027,block2,2,aggressive:1818:BM-027,aggressive:1818,aggressive:BM-027
aggressive,1818,BF-244,block2,2,aggressive:1818:BF-244,aggressive:1818,aggressive:BF-244
aggressive,1818,BF-005,block2,1,aggressive:1818:BF-005,aggressive:1818,aggressive:BF-005
aggressive,1818,AM-210,block2,4,aggressive:1818:AM-210,aggressive:1818,aggressive:AM-210
aggressive,1818,LM-210,block2,3,aggressive:1818:LM-210,aggressive:1818,aggressive:LM-210
aggressive,1818,BM-253,block2,1,aggressive:1818:BM-253,aggressive:1818,aggressive:BM-253
aggressive,1818,AF-228,block2,6,aggressive:1818:AF-228,aggressive:1818,aggressive:AF-228
aggressive,1818,BM-017,block2,2,aggressive:1818:BM-017,aggressive:1818,aggressive:BM-017
aggressive,1818,WF-252,block2,5,aggressive:1818:WF-252,aggressive:1818,aggressive:WF-252
aggressive,1818,AM-229,block2,4,aggressive:1818:AM-229,aggressive:1818,aggressive:AM-229
aggressive,2203,AM-229,block1,4,aggressive:2203:AM-229,aggressive:2203,aggressive:AM-229
aggressive,2203,WF-252,block1,5,aggressive:2203:WF-252,aggressive:2203,aggressive:WF-252
aggressive,2203,AM-210,block1,5,aggressive:2203:AM-210,aggressive:2203,aggressive:AM-210
aggressive,2203,LF-235,block1,3,aggressive:2203:LF-235,aggressive:2203,aggressive:LF-235
aggressive,2203,WM-217,block1,3,aggressive:2203:WM-217,aggressive:2203,aggressive:WM-217
aggressive,2203,WM-244,block1,2,aggressive:2203:WM-244,aggressive:2203,aggressive:WM-244
aggressive,2203,BM-253,block1,3,aggressive:2203:BM-253,aggressive:2203,aggressive:BM-253
aggressive,2203,BM-027,block1,1,aggressive:2203:BM-027,aggressive:2203,aggressive:BM-027
aggressive,2203,AF-228,block1,4,aggressive:2203:AF-228,aggressive:2203,aggressive:AF-228
aggressive,2203,BF-005,block1,5,aggressive:2203:BF-005,aggressive:2203,aggressive:BF-005
aggressive,2203,LM-210,block1,4,aggressive:2203:LM-210,aggressive:2203,aggressive:LM-210
aggressive,2203,BM-017,block1,3,aggressive:2203:BM-017,aggressive:2203,aggressive:BM-017
aggressive,2203,WF-020,block1,3,aggressive:2203:WF-020,aggressive:2203,aggressive:WF-020
aggressive,2203,BF-244,block1,2,aggressive:2203:BF-244,aggressive:2203,aggressive:BF-244
aggressive,2203,AF-250,block1,1,aggressive:2203:AF-250,aggressive:2203,aggressive:AF-250
aggressive,2203,AM-229,block2,4,aggressive:2203:AM-229,aggressive:2203,aggressive:AM-229
aggressive,2203,AF-228,block2,2,aggressive:2203:AF-228,aggressive:2203,aggressive:AF-228
aggressive,2203,WF-020,block2,2,aggressive:2203:WF-020,aggressive:2203,aggressive:WF-020
aggressive,2203,BM-017,block2,2,aggressive:2203:BM-017,aggressive:2203,aggressive:BM-017
aggressive,2203,AF-250,block2,1,aggressive:2203:AF-250,aggressive:2203,aggressive:AF-250
aggressive,2203,WF-252,block2,3,aggressive:2203:WF-252,aggressive:2203,aggressive:WF-252
aggressive,2203,BF-005,block2,3,aggressive:2203:BF-005,aggressive:2203,aggressive:BF-005
aggressive,2203,BF-244,block2,4,aggressive:2203:BF-244,aggressive:2203,aggressive:BF-244
aggressive,2203,WM-217,block2,4,aggressive:2203:WM-217,aggressive:2203,aggressive:WM-217
aggressive,2203,AM-210,block2,4,aggressive:2203:AM-210,aggressive:2203,aggressive:AM-210
aggressive,2203,BM-253,block2,4,aggressive:2203:BM-253,aggressive:2203,aggressive:BM-253
aggressive,2203,WM-244,block2,1,aggressive:2203:WM-244,aggressive:2203,aggressive:WM-244
aggressive,2203,LM-210,block2,1,aggressive:2203:LM-210,aggressive:2203,aggressive:LM-210
aggressive,2203,LF-235,block2,1,aggressive:2203:LF-235,aggressive:2203,aggressive:LF-235
aggressive,2203,BM-027,block2,0,aggressive:2203:BM-027,aggressive:2203,aggressive:BM-027
aggressive,2888,WM-217,block1,4,aggressive:2888:WM-217,aggressive:2888,aggressive:WM-217
aggressive,2888,BM-253,block1,7,aggressive:2888:BM-253,aggressive:2888,aggressive:BM-253
aggressive,2888,LF-235,block1,4,aggressive:2888:LF-235,aggressive:2888,aggressive:LF-235
aggressive,2888,AM-210,block1,6,aggressive:2888:AM-210,aggressive:2888,aggressive:AM-210
aggressive,2888,AM-229,block1,5,aggressive:2888:AM-229,aggressive:2888,aggressive:AM-229
aggressive,2888,WF-252,block1,6,aggressive:2888:WF-252,aggressive:2888,aggressive:WF-252
aggressive,2888,BM-017,block1,5,aggressive:2888:BM-017,aggressive:2888,aggressive:BM-017
aggressive,2888,AF-228,block1,3,aggressive:2888:AF-228,aggressive:2888,aggressive:AF-228
aggressive,2888,AF-250,block1,2,aggressive:2888:AF-250,aggressive:2888,aggressive:AF-250
aggressive,2888,BF-244,block1,3,aggressive:2888:BF-244,aggressive:2888,aggressive:BF-244
aggressive,2888,BF-005,block1,5,aggressive:2888:BF-005,aggressive:2888,aggressive:BF-005
aggressive,2888,LM-210,block1,6,aggressive:2888:LM-210,aggressive:2888,aggressive:LM-210
aggressive,2888,BM-027,block1,3,aggressive:2888:BM-027,aggressive:2888,aggressive:BM-027
aggressive,2888,WM-244,block1,5,aggressive:2888:WM-244,aggressive:2888,aggressive:WM-244
aggressive,2888,WF-020,block1,3,aggressive:2888:WF-020,aggressive:2888,aggressive:WF-020
aggressive,2888,BM-027,block2,2,aggressive:2888:BM-027,aggressive:2888,aggressive:BM-027
aggressive,2888,WM-244,block2,6,aggressive:2888:WM-244,aggressive:2888,aggressive:WM-244
aggressive,2888,BF-005,block2,6,aggressive:2888:BF-005,aggressive:2888,aggressive:BF-005
aggressive,2888,AM-229,block2,4,aggressive:2888:AM-229,aggressive:2888,aggressive:AM-229
aggressive,2888,AF-250,block2,2,aggressive:2888:AF-250,aggressive:2888,aggressive:AF-250
aggressive,2888,LF-235,block2,2,aggressive:2888:LF-235,aggressive:2888,aggressive:LF-235
aggressive,2888,WF-020,block2,4,aggressive:2888:WF-020,aggressive:2888,aggressive:WF-020
aggressive,2888,BM-253,block2,7,aggressive:2888:BM-253,aggressive:2888,aggressive:BM-253
aggressive,2888,BF-244,block2,6,aggressive:2888:BF-244,aggressive:2888,aggressive:BF-244
aggressive,2888,WM-217,block2,4,aggressive:2888:WM-217,aggressive:2888,aggressive:WM-217
aggressive,2888,LM-210,block2,6,aggressive:2888:LM-210,aggressive:2888,aggressive:LM-210
aggressive,2888,BM-017,block2,7,aggressive:2888:BM-017,aggressive:2888,aggressive:BM-017
aggressive,2888,AF-228,block2,3,aggressive:2888:AF-228,aggressive:2888,aggressive:AF-228
aggressive,2888,AM-210,block2,3,aggressive:2888:AM-210,aggressive:2888,aggressive:AM-210
aggressive,2888,WF-252,block2,6,aggressive:2888:WF-252,aggressive:2888,aggressive:WF-252
aggressive,3676,AF-228,block1,2,aggressive:3676:AF-228,aggressive:3676,aggressive:AF-228
aggressive,3676,WF-020,block1,3,aggressive:3676:WF-020,aggressive:3676,aggressive:WF-020
aggressive,3676,AF-250,block1,0,aggressive:3676:AF-250,aggressive:3676,aggressive:AF-250
aggressive,3676,WF-252,block1,2,aggressive:3676:WF-252,aggressive:3676,aggressive:WF-252
aggressive,3676,BF-244,block1,4,aggressive:3676:BF-244,aggressive:3676,aggressive:BF-244
aggressive,3676,AM-210,block1,2,aggressive:3676:AM-210,aggressive:3676,aggressive:AM-210
aggressive,3676,AM-229,block1,8,aggressive:3676:AM-229,aggressive:3676,aggressive:AM-229
aggressive,3676,BM-027,block1,0,aggressive:3676:BM-027,aggressive:3676,aggressive:BM-027
aggressive,3676,BM-017,block1,7,aggressive:3676:BM-017,aggressive:3676,aggressive:BM-017
aggressive,3676,LF-235,block1,3,aggressive:3676:LF-235,aggressive:3676,aggressive:LF-235
aggressive,3676,WM-244,block1,8,aggressive:3676:WM-244,aggressive:3676,aggressive:WM-244
aggressive,3676,BF-005,block1,8,aggressive:3676:BF-005,aggressive:3676,aggressive:BF-005
aggressive,3676,BM-253,block1,7,aggressive:3676:BM-253,aggressive:3676,aggressive:BM-253
aggressive,3676,LM-210,block1,4,aggressive:3676:LM-210,aggressive:3676,aggressive:LM-210
aggressive,3676,WM-217,block1,6,aggressive:3676:WM-217,aggressive:3676,aggressive:WM-217
aggressive,3676,WM-244,block2,4,aggressive:3676:WM-244,aggressive:3676,aggressive:WM-244
aggressive,3676,BF-244,block2,0,aggressive:3676:BF-244,aggressive:3676,aggressive:BF-244
aggressive,3676,BM-253,block2,6,aggressive:3676:BM-253,aggressive:3676,aggressive:BM-253
aggressive,3676,BF-005,block2,3,aggressive:3676:BF-005,aggressive:3676,aggressive:BF-005
aggressive,3676,WM-217,block2,7,aggressive:3676:WM-217,aggressive:3676,aggressive:WM-217
aggressive,3676,BM-017,block2,6,aggressive:3676:BM-017,aggressive:3676,aggressive:BM-017
aggressive,3676,AF-228,block2,7,aggressive:3676:AF-228,aggressive:3676,aggressive:AF-228
aggressive,3676,BM-027,block2,0,aggressive:3676:BM-027,aggressive:3676,aggressive:BM-027
aggressive,3676,LF-235,block2,3,aggressive:3676:LF-235,aggressive:3676,aggressive:LF-235
aggressive,3676,LM-210,block2,6,aggressive:3676:LM-210,aggressive:3676,aggressive:LM-210
aggressive,3676,WF-020,block2,8,aggressive:3676:WF-020,aggressive:3676,aggressive:WF-020
aggressive,3676,AM-229,block2,8,aggressive:3676:AM-229,aggressive:3676,aggressive:AM-229
aggressive,3676,AF-250,block2,2,aggressive:3676:AF-250,aggressive:3676,aggressive:AF-250
aggressive,3676,WF-252,block2,2,aggressive:3676:WF-252,aggressive:3676,aggressive:WF-252
aggressive,3676,AM-210,block2,4,aggressive:3676:AM-210,aggressive:3676,aggressive:AM-210
aggressive,4501,BF-244,block1,0,aggressive:4501:BF-244,aggressive:4501,aggressive:BF-244
aggressive,4501,LF-235,block1,2,aggressive:4501:LF-235,aggressive:4501,aggressive:LF-235
aggressive,4501,WF-252,block1,2,aggressive:4501:WF-252,aggressive:4501,aggressive:WF-252
aggressive,4501,WF-020,block1,0,aggressive:4501:WF-020,aggressive:4501,aggressive:WF-020
aggressive,4501,BM-253,block1,0,aggressive:4501:BM-253,aggressive:4501,aggressive:BM-253
aggressive,4501,AF-228,block1,3,aggressive:4501:AF-228,aggressive:4501,aggressive:AF-228
aggressive,4501,LM-210,block1,4,aggressive:4501:LM-210,aggressive:4501,aggressive:LM-210
aggressive,4501,WM-244,block1,4,aggressive:4501:WM-244,aggressive:4501,aggressive:WM-244
aggressive,4501,AM-229,block1,0,aggressive:4501:AM-229,aggressive:4501,aggressive:AM-229
aggressive,4501,BM-017,block1,3,aggressive:4501:BM-017,aggressive:4501,aggressive:BM-017
aggressive,4501,AM-210,block1,2,aggressive:4501:AM-210,aggressive:4501,aggressive:AM-210
aggressive,4501,BM-027,block1,1,aggressive:4501:BM-027,aggressive:4501,aggressive:BM-027
aggressive,4501,BF-005,block1,1,aggressive:4501:BF-005,aggressive:4501,aggressive:BF-005
aggressive,4501,WM-217,block1,1,aggressive:4501:WM-217,aggressive:4501,aggressive:WM-217
aggressive,4501,AF-250,block1,1,aggressive:4501:AF-250,aggressive:4501,aggressive:AF-250
aggressive,4501,WM-244,block2,2,aggressive:4501:WM-244,aggressive:4501,aggressive:WM-244
aggressive,4501,AM-210,block2,1,aggressive:4501:AM-210,aggressive:4501,aggressive:AM-210
aggressive,4501,BF-244,block2,1,aggressive:4501:BF-244,aggressive:4501,aggressive:BF-244
aggressive,4501,AM-229,block2,0,aggressive:4501:AM-229,aggressive:4501,aggressive:AM-229
