pid,model_id,cosmetics,rating,cosmetics_code
44,1,without,2,0
44,2,with,5,1
44,3,without,5,0
44,4,without,3,0
44,5,without,3,0
44,6,without,3,0
44,7,without,6,0
44,8,without,5,0
44,9,without,2,0
44,10,without,2,0
44,11,with,3,1
44,12,with,3,1
44,13,without,5,0
44,14,without,3,0
44,15,without,5,0
44,16,with,5,1
44,17,with,3,1
44,18,with,1,1
44,19,with,5,1
44,20,without,3,0
44,21,with,4,1
44,22,without,4,0
44,23,with,3,1
44,24,with,3,1
44,25,with,6,1
44,26,with,2,1
44,27,without,3,0
44,28,without,4,0
44,29,with,4,1
44,30,without,3,0
44,31,with,3,1
44,32,without,3,0
44,33,with,1,1
61,1,with,3,1
61,2,without,4,0
61,3,with,5,1
61,4,without,3,0
61,5,with,3,1
61,6,without,2,0
61,7,with,2,1
61,8,with,6,1
61,9,with,5,1
61,10,without,2,0
61,11,without,2,0
61,12,with,3,1
61,13,with,2,1
61,14,without,2,0
61,15,without,4,0
61,16,with,3,1
61,17,without,3,0
61,18,without,3,0
61,19,with,4,1
61,20,with,5,1
61,21,without,3,0
61,22,with,6,1
61,23,without,4,0
61,24,with,5,1
61,25,without,2,0
61,26,without,5,0
61,27,without,2,0
61,28,without,2,0
61,29,with,3,1
61,30,with,3,1
61,31,without,3,0
61,32,with,5,1
61,33,without,3,0
68,1,without,1,0
68,2,without,2,0
68,3,without,6,0
68,4,with,7,1
68,5,with,6,1
68,6,with,4,1
68,7,without,3,0
68,8,without,4,0
68,9,without,2,0
68,10,with,2,1
68,11,with,4,1
68,12,without,6,0
68,13,without,1,0
68,14,without,2,0
68,15,with,2,1
68,16,without,5,0
68,17,without,1,0
68,18,without,2,0
68,19,with,5,1
68,20,without,1,0
68,21,with,7,1
68,22,without,2,0
68,23,with,2,1
68,24,without,2,0
68,25,without,3,0
68,26,with,6,1
68,27,with,4,1
68,28,with,7,1
68,29,with,3,1
68,30,with,4,1
68,31,without,1,0
68,32,without,5,0
68,33,without,4,0
25,1,without,1,0
25,2,without,1,0
25,3,with,6,1
25,4,with,6,1
25,5,with,4,1
25,6,with,2,1
25,7,without,4,0
25,8,without,1,0
25,9,with,2,1
25,10,with,3,1
25,11,with,2,1
25,12,without,3,0
25,13,with,6,1
25,14,without,2,0
25,15,with,7,1
25,16,without,6,0
25,17,without,2,0
25,18,with,7,1
25,19,with,7,1
25,20,without,1,0
25,21,with,5,1
25,22,with,6,1
25,23,with,6,1
25,24,without,1,0
25,25,without,1,0
25,26,with,7,1
25,27,with,5,1
25,28,without,6,0
25,29,with,4,1
25,30,with,3,1
25,31,without,1,0
25,32,with,1,1
25,33,without,1,0
56,1,with,3,1
56,2,without,5,0
56,3,with,5,1
56,4,without,3,0
56,5,with,6,1
56,6,with,3,1
56,7,without,4,0
56,8,without,6,0
56,9,without,4,0
56,10,with,3,1
56,11,with,3,1
56,12,with,5,1
56,13,with,6,1
56,14,without,3,0
56,15,with,7,1
56,16,with,7,1
56,17,without,5,0
56,18,with,5,1
56,19,with,4,1
56,20,without,4,0
56,21,with,5,1
56,22,with,7,1
56,23,with,3,1
56,24,without,4,0
56,25,with,6,1
56,26,without,2,0
56,27,with,6,1
56,28,without,5,0
56,29,without,2,0
56,30,with,5,1
56,31,without,4,0
56,32,without,4,0
56,33,without,4,0
27,1,without,3,0
27,2,without,5,0
27,3,with,3,1
27,4,with,4,1
27,5,without,3,0
27,6,with,2,1
27,7,with,4,1
27,8,without,2,0
27,9,without,2,0
27,10,without,2,0
27,11,without,4,0
27,12,without,2,0
27,13,with,4,1
27,14,with,3,1
27,15,without,3,0
27,16,with,5,1
27,17,with,5,1
27,18,with,6,1
27,19,without,4,0
27,20,with,3,1
27,21,without,2,0
27,22,with,7,1
27,23,with,2,1
27,24,with,1,1
27,25,with,6,1
27,26,with,5,1
27,27,without,2,0
27,28,without,2,0
27,29,with,2,1
27,30,with,2,1
27,31,with,3,1
27,32,without,1,0
27,33,without,6,0
1,1,without,3,0
1,2,with,7,1
1,3,without,6,0
1,4,with,7,1
1,5,with,5,1
1,6,without,3,0
1,7,with,6,1
1,8,with,7,1
1,9,without,5,0
1,10,with,6,1
1,11,with,7,1
1,12,without,5,0
1,13,without,7,0
1,14,without,3,0
1,15,with,4,1
1,16,without,5,0
1,17,with,3,1
1,18,without,4,0
1,19,with,6,1
1,20,with,4,1
1,21,without,4,0
1,22,without,6,0
1,23,with,5,1
1,24,with,5,1
1,25,without,5,0
1,26,without,4,0
1,27,without,1,0
1,28,with,6,1
1,29,with,6,1
1,30,with,3,1
1,31,without,4,0
1,32,with,2,1
1,33,with,7,1
62,1,with,3,1
62,2,with,2,1
62,3,without,6,0
62,4,with,6,1
62,5,with,5,1
62,6,with,6,1
62,7,without,3,0
62,8,without,4,0
62,9,without,6,0
62,10,without,2,0
62,11,with,3,1
62,12,without,5,0
62,13,without,1,0
62,14,with,4,1
62,15,without,5,0
62,16,without,3,0
62,17,without,4,0
62,18,without,4,0
62,19,with,2,1
62,20,without,3,0
62,21,without,4,0
62,22,with,6,1
62,23,without,6,0
62,24,without,2,0
62,25,without,1,0
62,26,without,5,0
62,27,without,3,0
62,28,with,6,1
62,29,with,3,1
62,30,without,3,0
62,31,without,2,0
62,32,without,6,0
62,33,with,1,1
54,1,without,4,0
54,2,with,6,1
54,3,without,6,0
54,4,without,3,0
54,5,with,6,1
54,6,without,2,0
54,7,without,3,0
54,8,without,5,0
54,9,without,5,0
54,10,without,4,0
54,11,with,7,1
54,12,without,5,0
54,13,with,4,1
54,14,without,3,0
54,15,with,7,1
54,16,with,7,1
54,17,without,3,0
54,18,without,3,0
54,19,without,4,0
54,20,with,7,1
54,21,without,4,0
54,22,with,7,1
54,23,with,5,1
54,24,with,7,1
54,25,without,5,0
54,26,with,6,1
54,27,with,5,1
54,28,with,7,1
54,29,with,6,1
54,30,without,4,0
54,31,without,4,0
54,32,with,6,1
54,33,with,7,1
72,1,with,3,1
72,2,with,5,1
72,3,with,3,1
72,4,without,3,0
72,5,with,4,1
72,6,with,4,1
72,7,without,3,0
72,8,without,4,0
72,9,with,3,1
72,10,with,3,1
72,11,without,3,0
72,12,without,4,0
72,13,without,4,0
72,14,without,3,0
72,15,without,3,0
72,16,with,4,1
72,17,without,4,0
72,18,without,5,0
72,19,without,3,0
72,20,without,3,0
72,21,with,3,1
72,22,without,6,0
72,23,with,3,1
72,24,without,3,0
72,25,with,6,1
72,26,without,3,0
72,27,without,3,0
72,28,with,6,1
72,29,with,3,1
72,30,without,3,0
72,31,without,4,0
72,32,with,3,1
72,33,with,3,1
18,1,with,6,1
18,2,with,2,1
18,3,with,3,1
18,4,without,3,0
18,5,without,3,0
18,6,with,4,1
18,7,with,5,1
18,8,with,7,1
18,9,with,1,1
18,10,without,2,0
18,11,without,1,0
18,12,without,5,0
18,13,without,2,0
18,14,without,1,0
18,15,with,3,1
18,16,with,5,1
18,17,with,2,1
18,18,without,2,0
18,19,with,3,1
18,20,with,5,1
18,21,without,3,0
18,22,without,3,0
18,23,with,5,1
18,24,without,3,0
18,25,without,3,0
18,26,without,1,0
18,27,with,5,1
18,28,with,3,1
18,29,with,3,1
18,30,without,2,0
18,31,without,3,0
18,32,with,2,1
18,33,with,6,1
55,1,without,3,0
55,2,without,6,0
55,3,with,5,1
55,4,with,6,1
55,5,with,6,1
55,6,without,3,0
55,7,with,6,1
55,8,with,5,1
55,9,without,6,0
55,10,with,6,1
55,11,with,5,1
55,12,with,6,1
55,13,without,7,0
55,14,without,3,0
55,15,without,4,0
55,16,with,5,1
55,17,without,3,0
55,18,without,7,0
55,19,without,7,0
55,20,without,3,0
55,21,without,3,0
55,22,with,7,1
55,23,without,7,0
55,24,with,5,1
55,25,without,3,0
55,26,without,2,0
55,27,without,3,0
55,28,with,6,1
55,29,with,5,1
55,30,with,3,1
55,31,with,3,1
55,32,without,5,0
55,33,without,6,0
3,1,with,3,1
3,2,without,5,0
3,3,with,7,1
3,4,with,7,1
3,5,with,6,1
3,6,without,1,0
3,7,without,2,0
3,8,with,3,1
3,9,with,6,1
3,10,without,3,0
3,11,with,3,1
3,12,without,5,0
3,13,without,2,0
3,14,without,2,0
3,15,with,7,1
3,16,with,4,1
3,17,with,5,1
3,18,without,3,0
3,19,with,6,1
3,20,with,6,1
3,21,with,7,1
3,22,without,5,0
3,23,with,5,1
3,24,without,3,0
3,25,without,5,0
3,26,with,6,1
3,27,without,1,0
3,28,without,6,0
3,29,with,3,1
3,30,with,3,1
3,31,without,5,0
3,32,with,3,1
3,33,without,5,0
46,1,without,1,0
46,2,with,7,1
46,3,without,6,0
46,4,with,6,1
46,5,without,5,0
46,6,with,2,1
46,7,without,4,0
46,8,with,6,1
46,9,without,4,0
46,10,with,4,1
46,11,without,3,0
46,12,without,4,0
46,13,without,1,0
46,14,without,1,0
46,15,with,2,1
46,16,without,6,0
46,17,without,1,0
46,18,with,6,1
46,19,without,4,0
46,20,with,2,1
46,21,with,4,1
46,22,with,7,1
46,23,with,5,1
46,24,without,1,0
46,25,without,7,0
46,26,with,4,1
46,27,without,2,0
46,28,with,5,1
46,29,with,5,1
46,30,without,6,0
46,31,without,1,0
46,32,with,2,1
46,33,without,2,0
100,1,without,1,0
100,2,with,6,1
100,3,with,3,1
100,4,with,4,1
100,5,with,4,1
100,6,with,4,1
100,7,without,1,0
100,8,with,6,1
100,9,with,1,1
100,10,with,3,1
100,11,with,4,1
100,12,with,3,1
100,13,with,6,1
100,14,with,1,1
100,15,with,3,1
100,16,without,1,0
100,17,without,1,0
100,18,without,2,0
100,19,with,4,1
100,20,without,1,0
100,21,without,1,0
100,22,without,5,0
100,23,without,1,0
100,24,with,4,1
100,25,without,4,0
100,26,without,1,0
100,27,with,4,1
100,28,without,1,0
100,29,with,2,1
100,30,without,2,0
100,31,with,2,1
100,32,with,2,1
100,33,without,2,0
77,1,with,5,1
77,2,without,3,0
77,3,without,5,0
77,4,with,6,1
77,5,with,2,1
77,6,with,5,1
77,7,without,4,0
77,8,with,6,1
77,9,without,5,0
77,10,without,3,0
77,11,with,3,1
77,12,with,6,1
77,13,without,2,0
77,14,with,3,1
77,15,with,4,1
77,16,without,4,0
77,17,without,3,0
77,18,with,7,1
77,19,without,2,0
77,20,without,1,0
77,21,with,6,1
77,22,with,7,1
77,23,without,2,0
77,24,without,1,0
77,25,without,4,0
77,26,without,3,0
77,27,with,2,1
77,28,without,4,0
77,29,with,4,1
77,30,with,4,1
77,31,with,4,1
77,32,with,2,1
77,33,with,5,1
7,1,without,1,0
7,2,with,5,1
7,3,with,4,1
7,4,without,2,0
7,5,without,2,0
7,6,with,2,1
7,7,without,3,0
7,8,without,4,0
7,9,without,1,0
7,10,without,1,0
7,11,with,1,1
7,12,without,3,0
7,13,with,5,1
7,14,without,1,0
7,15,with,4,1
7,16,with,5,1
7,17,with,4,1
7,18,with,6,1
7,19,with,4,1
7,20,with,4,1
7,21,with,5,1
7,22,with,7,1
7,23,with,1,1
7,24,with,4,1
7,25,with,7,1
7,26,without,1,0
7,27,without,2,0
7,28,without,2,0
7,29,without,1,0
7,30,without,4,0
7,31,with,4,1
7,32,without,3,0
7,33,with,4,1
40,1,with,5,1
40,2,without,3,0
40,3,without,2,0
40,4,without,3,0
40,5,without,5,0
40,6,with,3,1
40,7,without,4,0
40,8,with,5,1
40,9,with,5,1
40,10,without,2,0
40,11,without,2,0
40,12,with,4,1
40,13,with,4,1
40,14,with,4,1
40,15,without,3,0
40,16,with,4,1
40,17,without,1,0
40,18,without,5,0
40,19,without,3,0
40,20,without,3,0
40,21,without,3,0
40,22,with,5,1
40,23,without,3,0
40,24,without,3,0
40,25,without,4,0
40,26,with,3,1
40,27,with,4,1
40,28,with,4,1
40,29,with,4,1
40,30,with,1,1
40,31,with,6,1
40,32,with,1,1
40,33,without,5,0
5,1,with,3,1
5,2,without,4,0
5,3,without,4,0
5,4,with,5,1
5,5,with,5,1
5,6,with,4,1
5,7,with,6,1
5,8,without,4,0
5,9,with,6,1
5,10,without,3,0
5,11,with,4,1
5,12,without,4,0
5,13,with,5,1
5,14,with,4,1
5,15,without,6,0
5,16,with,5,1
5,17,without,2,0
5,18,without,7,0
5,19,with,5,1
5,20,without,3,0
5,21,without,3,0
5,22,with,7,1
5,23,without,3,0
5,24,with,4,1
5,25,with,4,1
5,26,with,3,1
5,27,with,4,1
5,28,with,3,1
5,29,without,3,0
5,30,without,3,0
5,31,without,3,0
5,32,without,3,0
5,33,without,6,0
38,1,without,3,0
38,2,without,4,0
38,3,with,7,1
38,4,without,4,0
38,5,with,5,1
38,6,with,5,1
38,7,without,5,0
38,8,with,6,1
38,9,without,3,0
38,10,without,3,0
38,11,with,3,1
38,12,with,3,1
38,13,without,5,0
38,14,without,3,0
38,15,without,5,0
38,16,with,6,1
38,17,with,6,1
38,18,with,7,1
38,19,without,4,0
38,20,with,6,1
38,21,without,4,0
38,22,without,6,0
38,23,without,3,0
38,24,without,5,0
38,25,with,5,1
38,26,with,3,1
38,27,without,2,0
38,28,without,3,0
38,29,with,4,1
38,30,with,2,1
38,31,with,6,1
38,32,without,3,0
38,33,without,3,0
63,1,with,5,1
63,2,without,4,0
63,3,with,4,1
63,4,without,3,0
63,5,with,6,1
63,6,without,2,0
63,7,with,5,1
63,8,without,5,0
63,9,without,4,0
63,10,without,2,0
63,11,without,3,0
63,12,with,7,1
63,13,with,6,1
63,14,without,4,0
63,15,without,4,0
63,16,without,5,0
63,17,without,3,0
63,18,without,5,0
63,19,without,5,0
63,20,without,2,0
63,21,with,6,1
63,22,with,7,1
63,23,with,2,1
63,24,without,4,0
63,25,with,6,1
63,26,without,3,0
63,27,with,6,1
63,28,with,7,1
63,29,with,5,1
63,30,with,4,1
63,31,without,5,0
63,32,with,4,1
63,33,with,7,1
21,1,with,6,1
21,2,with,6,1
21,3,without,6,0
21,4,without,3,0
21,5,without,4,0
21,6,without,1,0
21,7,with,2,1
21,8,without,4,0
21,9,with,3,1
21,10,without,2,0
21,11,without,2,0
21,12,without,5,0
21,13,with,6,1
21,14,with,5,1
21,15,with,5,1
21,16,without,5,0
21,17,without,2,0
21,18,with,7,1
21,19,with,6,1
21,20,without,2,0
21,21,without,1,0
21,22,without,6,0
21,23,without,6,0
21,24,with,2,1
21,25,with,6,1
21,26,with,6,1
21,27,without,2,0
21,28,with,6,1
21,29,with,6,1
21,30,with,3,1
21,31,with,7,1
21,32,without,4,0
21,33,with,6,1
42,1,with,3,1
42,2,with,5,1
42,3,with,7,1
42,4,with,5,1
42,5,with,3,1
42,6,with,4,1
42,7,without,5,0
42,8,without,2,0
42,9,with,4,1
42,10,without,1,0
42,11,with,4,1
42,12,with,6,1
42,13,without,3,0
42,14,without,4,0
42,15,with,2,1
42,16,with,6,1
42,17,without,5,0
42,18,without,5,0
42,19,without,6,0
42,20,with,4,1
42,21,with,5,1
42,22,without,6,0
42,23,without,2,0
42,24,with,2,1
42,25,without,2,0
42,26,with,5,1
42,27,without,4,0
42,28,with,4,1
42,29,without,3,0
42,30,without,3,0
42,31,with,3,1
42,32,with,3,1
42,33,with,2,1
91,1,with,5,1
91,2,without,3,0
91,3,without,3,0
91,4,without,3,0
91,5,with,3,1
91,6,with,3,1
91,7,without,2,0
91,8,with,6,1
91,9,with,2,1
91,10,without,3,0
91,11,without,3,0
91,12,without,4,0
91,13,without,4,0
91,14,without,2,0
91,15,without,5,0
91,16,with,4,1
91,17,without,4,0
91,18,without,3,0
91,19,without,3,0
91,20,without,1,0
91,21,with,3,1
91,22,with,6,1
91,23,with,3,1
91,24,without,2,0
91,25,with,5,1
91,26,with,3,1
91,27,with,4,1
91,28,without,5,0
91,29,without,2,0
91,30,with,3,1
91,31,with,4,1
91,32,with,3,1
91,33,without,2,0
75,1,with,5,1
75,2,without,4,0
75,3,without,4,0
75,4,with,6,1
75,5,with,5,1
75,6,without,1,0
75,7,without,3,0
75,8,with,6,1
75,9,without,3,0
75,10,with,6,1
75,11,without,3,0
75,12,with,6,1
75,13,without,2,0
75,14,with,4,1
75,15,without,5,0
75,16,with,5,1
75,17,without,2,0
75,18,without,3,0
75,19,with,5,1
75,20,without,2,0
75,21,without,2,0
75,22,without,4,0
75,23,without,4,0
75,24,with,5,1
75,25,without,3,0
75,26,without,2,0
75,27,with,5,1
75,28,with,6,1
75,29,with,5,1
75,30,without,2,0
75,31,without,2,0
75,32,without,3,0
75,33,with,6,1
23,1,without,1,0
23,2,with,6,1
23,3,with,6,1
23,4,without,3,0
23,5,without,3,0
23,6,without,1,0
23,7,without,4,0
23,8,with,7,1
23,9,without,1,0
23,10,with,3,1
23,11,without,1,0
23,12,with,5,1
23,13,with,5,1
23,14,with,7,1
23,15,without,7,0
23,16,without,5,0
23,17,with,3,1
23,18,with,5,1
23,19,with,2,1
23,20,with,6,1
23,21,with,6,1
23,22,without,2,0
23,23,without,4,0
23,24,without,1,0
23,25,without,3,0
23,26,with,5,1
23,27,without,1,0
23,28,without,5,0
23,29,with,2,1
23,30,with,5,1
23,31,without,2,0
23,32,without,3,0
23,33,without,2,0
106,1,without,2,0
106,2,without,4,0
106,3,with,1,1
106,4,with,6,1
106,5,without,2,0
106,6,with,1,1
106,7,without,2,0
106,8,with,2,1
106,9,with,5,1
106,10,without,2,0
106,11,without,3,0
106,12,without,4,0
106,13,without,4,0
106,14,with,6,1
106,15,without,4,0
106,16,without,5,0
106,17,with,3,1
106,18,without,3,0
106,19,with,5,1
106,20,with,4,1
106,21,with,5,1
106,22,without,5,0
106,23,with,2,1
106,24,with,5,1
106,25,without,4,0
106,26,with,5,1
106,27,with,4,1
106,28,with,5,1
106,29,without,3,0
106,30,with,2,1
106,31,with,5,1
106,32,without,2,0
106,33,without,3,0
71,1,without,1,0
71,2,with,7,1
71,3,without,6,0
71,4,with,1,1
71,5,with,5,1
71,6,without,1,0
71,7,without,1,0
71,8,without,3,0
71,9,with,1,1
71,10,without,1,0
71,11,without,1,0
71,12,without,4,0
71,13,without,6,0
71,14,with,3,1
71,15,with,5,1
71,16,without,4,0
71,17,without,3,0
71,18,without,2,0
71,19,with,4,1
71,20,with,6,1
71,21,with,4,1
71,22,without,4,0
71,23,with,1,1
71,24,with,5,1
71,25,with,7,1
71,26,with,3,1
71,27,with,2,1
71,28,with,6,1
71,29,without,1,0
71,30,without,1,0
71,31,with,3,1
71,32,without,2,0
71,33,without,5,0
70,1,with,5,1
70,2,with,5,1
70,3,with,4,1
70,4,with,6,1
70,5,with,4,1
70,6,without,1,0
70,7,with,3,1
70,8,without,3,0
70,9,without,1,0
70,10,without,1,0
70,11,without,1,0
70,12,without,4,0
70,13,with,4,1
70,14,with,4,1
70,15,without,4,0
70,16,with,3,1
70,17,with,6,1
70,18,without,2,0
70,19,with,5,1
70,20,with,6,1
70,21,without,2,0
70,22,with,7,1
70,23,without,3,0
70,24,with,1,1
70,25,with,6,1
70,26,without,4,0
70,27,without,1,0
70,28,with,5,1
70,29,without,1,0
70,30,with,2,1
70,31,with,4,1
70,32,without,2,0
70,33,with,5,1
26,1,without,3,0
26,2,with,5,1
26,3,with,5,1
26,4,with,5,1
26,5,without,6,0
26,6,without,2,0
26,7,without,2,0
26,8,with,4,1
26,9,without,5,0
26,10,without,3,0
26,11,with,2,1
26,12,without,2,0
26,13,with,4,1
26,14,without,2,0
26,15,without,5,0
26,16,without,5,0
26,17,without,1,0
26,18,without,3,0
26,19,with,5,1
26,20,with,4,1
26,21,with,5,1
26,22,without,5,0
26,23,without,2,0
26,24,without,3,0
26,25,without,6,0
26,26,without,2,0
26,27,without,1,0
26,28,with,6,1
26,29,without,3,0
26,30,with,3,1
26,31,without,3,0
26,32,with,3,1
26,33,with,7,1
47,1,without,2,0
47,2,with,6,1
47,3,with,6,1
47,4,with,6,1
47,5,without,1,0
47,6,with,6,1
47,7,without,2,0
47,8,without,2,0
47,9,without,2,0
47,10,with,2,1
47,11,with,1,1
47,12,with,6,1
47,13,with,4,1
47,14,with,2,1
47,15,without,6,0
47,16,with,2,1
47,17,with,5,1
47,18,with,7,1
47,19,with,2,1
47,20,without,1,0
47,21,with,6,1
47,22,without,7,0
47,23,with,2,1
47,24,without,1,0
47,25,without,5,0
47,26,with,3,1
47,27,without,1,0
47,28,with,1,1
47,29,with,2,1
47,30,without,4,0
47,31,with,4,1
47,32,with,1,1
47,33,with,2,1
2,1,without,1,0
2,2,without,3,0
2,3,with,4,1
2,4,with,5,1
2,5,with,4,1
2,6,with,1,1
2,7,without,2,0
2,8,without,3,0
2,9,with,3,1
2,10,without,2,0
2,11,without,2,0
2,12,with,3,1
2,13,without,1,0
2,14,without,1,0
2,15,with,2,1
2,16,without,5,0
2,17,with,4,1
2,18,with,6,1
2,19,without,3,0
2,20,with,3,1
2,21,with,6,1
2,22,with,6,1
2,23,with,3,1
2,24,without,3,0
2,25,with,4,1
2,26,without,1,0
2,27,without,1,0
2,28,with,4,1
2,29,without,2,0
2,30,without,3,0
2,31,with,5,1
2,32,with,4,1
2,33,without,2,0
24,1,without,1,0
24,2,with,4,1
24,3,with,3,1
24,4,without,5,0
24,5,without,2,0
24,6,without,1,0
24,7,without,4,0
24,8,without,2,0
24,9,with,1,1
24,10,without,1,0
24,11,without,4,0
24,12,without,5,0
24,13,with,5,1
24,14,with,4,1
24,15,with,1,1
24,16,without,3,0
24,17,without,1,0
24,18,with,5,1
24,19,without,5,0
24,20,without,2,0
24,21,without,2,0
24,22,with,7,1
24,23,without,3,0
24,24,without,3,0
24,25,without,4,0
24,26,without,2,0
24,27,without,1,0
24,28,with,4,1
24,29,with,3,1
24,30,without,7,0
24,31,without,3,0
24,32,with,2,1
24,33,without,3,0
19,1,without,3,0
19,2,without,5,0
19,3,without,5,0
19,4,without,6,0
19,5,with,6,1
19,6,with,4,1
19,7,without,4,0
19,8,without,6,0
19,9,with,6,1
19,10,with,3,1
19,11,without,3,0
19,12,without,4,0
19,13,without,5,0
19,14,with,5,1
19,15,without,4,0
19,16,with,4,1
19,17,with,5,1
19,18,without,5,0
19,19,with,5,1
19,20,with,3,1
19,21,without,5,0
19,22,without,6,0
19,23,without,5,0
19,24,without,4,0
19,25,with,6,1
19,26,without,2,0
19,27,without,4,0
19,28,without,3,0
19,29,without,3,0
19,30,without,4,0
19,31,without,3,0
19,32,without,6,0
19,33,with,7,1
97,1,without,3,0
97,2,without,5,0
97,3,with,7,1
97,4,without,4,0
97,5,without,3,0
97,6,with,6,1
97,7,without,3,0
97,8,without,5,0
97,9,without,6,0
97,10,without,3,0
97,11,without,2,0
97,12,without,5,0
97,13,without,2,0
97,14,with,3,1
97,15,without,7,0
97,16,without,6,0
97,17,with,4,1
97,18,with,6,1
97,19,with,6,1
97,20,without,2,0
97,21,with,7,1
97,22,without,4,0
97,23,without,6,0
97,24,without,4,0
97,25,without,6,0
97,26,without,1,0
97,27,without,1,0
97,28,with,7,1
97,29,with,5,1
97,30,without,2,0
97,31,without,2,0
97,32,without,5,0
97,33,without,4,0
45,1,with,5,1
45,2,without,3,0
45,3,with,6,1
45,4,without,3,0
45,5,with,5,1
45,6,with,6,1
45,7,with,4,1
45,8,without,4,0
45,9,with,5,1
45,10,with,3,1
45,11,without,2,0
45,12,with,5,1
45,13,with,6,1
45,14,with,4,1
45,15,with,3,1
45,16,without,6,0
45,17,with,4,1
45,18,with,7,1
45,19,with,5,1
45,20,with,4,1
45,21,without,2,0
45,22,with,6,1
45,23,without,5,0
45,24,without,2,0
45,25,without,5,0
45,26,without,2,0
45,27,without,2,0
45,28,with,6,1
45,29,without,2,0
45,30,with,3,1
45,31,without,2,0
45,32,without,2,0
45,33,with,6,1
67,1,without,2,0
67,2,without,3,0
67,3,with,5,1
67,4,with,5,1
67,5,with,6,1
67,6,with,3,1
67,7,without,4,0
67,8,without,3,0
67,9,without,3,0
67,10,with,4,1
67,11,with,5,1
67,12,with,3,1
67,13,with,6,1
67,14,with,3,1
67,15,without,3,0
67,16,with,4,1
67,17,with,5,1
67,18,with,3,1
67,19,without,2,0
67,20,with,4,1
67,21,with,4,1
67,22,without,2,0
67,23,with,2,1
67,24,with,5,1
67,25,with,4,1
67,26,with,3,1
67,27,with,3,1
67,28,with,6,1
67,29,without,2,0
67,30,without,2,0
67,31,with,3,1
67,32,with,2,1
67,33,without,3,0
20,1,without,2,0
20,2,without,3,0
20,3,without,3,0
20,4,with,2,1
20,5,without,2,0
20,6,without,2,0
20,7,with,4,1
20,8,without,2,0
20,9,with,3,1
20,10,without,3,0
20,11,with,3,1
20,12,with,5,1
20,13,with,2,1
20,14,with,4,1
20,15,with,5,1
20,16,without,4,0
20,17,with,3,1
20,18,without,3,0
20,19,with,3,1
20,20,without,2,0
20,21,without,4,0
20,22,with,6,1
20,23,without,5,0
20,24,with,3,1
20,25,with,4,1
20,26,with,4,1
20,27,with,3,1
20,28,without,2,0
20,29,without,2,0
20,30,without,2,0
20,31,with,4,1
20,32,with,3,1
20,33,without,4,0
43,1,with,5,1
43,2,with,7,1
43,3,with,6,1
43,4,with,3,1
43,5,without,6,0
43,6,without,2,0
43,7,with,6,1
43,8,with,5,1
43,9,with,4,1
43,10,with,2,1
43,11,without,5,0
43,12,without,3,0
43,13,without,6,0
43,14,with,4,1
43,15,with,5,1
43,16,without,5,0
43,17,without,2,0
43,18,without,5,0
43,19,with,6,1
43,20,without,2,0
43,21,with,6,1
43,22,without,7,0
43,23,with,3,1
43,24,without,3,0
43,25,without,5,0
43,26,without,3,0
43,27,without,2,0
43,28,with,4,1
43,29,without,4,0
43,30,with,4,1
43,31,without,5,0
43,32,with,3,1
43,33,with,5,1
58,1,without,1,0
58,2,with,7,1
58,3,without,7,0
58,4,without,3,0
58,5,without,3,0
58,6,without,3,0
58,7,without,4,0
58,8,without,6,0
58,9,with,1,1
58,10,with,2,1
58,11,with,2,1
58,12,without,7,0
58,13,with,2,1
58,14,without,1,0
58,15,without,4,0
58,16,with,5,1
58,17,with,2,1
58,18,without,2,0
58,19,without,5,0
58,20,with,5,1
58,21,with,5,1
58,22,with,7,1
58,23,without,2,0
58,24,with,1,1
58,25,without,7,0
58,26,without,6,0
58,27,with,3,1
58,28,without,5,0
58,29,without,4,0
58,30,without,5,0
58,31,without,3,0
58,32,with,1,1
58,33,with,6,1
59,1,with,5,1
59,2,without,1,0
59,3,with,4,1
59,4,without,1,0
59,5,without,1,0
59,6,without,1,0
59,7,with,2,1
59,8,with,3,1
59,9,with,4,1
59,10,with,2,1
59,11,with,1,1
59,12,without,6,0
59,13,with,5,1
59,14,with,5,1
59,15,without,2,0
59,16,without,7,0
59,17,with,3,1
59,18,with,5,1
59,19,with,5,1
59,20,without,1,0
59,21,with,7,1
59,22,with,7,1
59,23,with,1,1
59,24,with,1,1
59,25,with,4,1
59,26,with,2,1
59,27,with,1,1
59,28,with,2,1
59,29,with,3,1
59,30,without,1,0
59,31,with,5,1
59,32,with,4,1
59,33,without,1,0
22,1,with,6,1
22,2,without,5,0
22,3,with,6,1
22,4,with,7,1
22,5,with,6,1
22,6,with,7,1
22,7,without,6,0
22,8,without,5,0
22,9,with,5,1
22,10,without,6,0
22,11,without,6,0
22,12,without,5,0
22,13,without,7,0
22,14,with,6,1
22,15,with,6,1
22,16,with,6,1
22,17,with,6,1
22,18,with,6,1
22,19,with,6,1
22,20,without,5,0
22,21,without,5,0
22,22,with,7,1
22,23,with,5,1
22,24,with,5,1
22,25,with,5,1
22,26,with,5,1
22,27,with,7,1
22,28,with,5,1
22,29,without,5,0
22,30,without,5,0
22,31,with,6,1
22,32,without,5,0
22,33,without,5,0
6,1,without,2,0
6,2,without,3,0
6,3,with,7,1
6,4,with,3,1
6,5,without,3,0
6,6,without,1,0
6,7,with,5,1
6,8,with,3,1
6,9,with,6,1
6,10,without,2,0
6,11,with,5,1
